code;libelle;definition
NC;NON COMMUNIQUE;
TRA;TRADITIONNELLE;
MEC;MECANISEE;
MIC;MICRO TRANCHEE;
FOR;FORAGE DIRIGE;
ENS;ENSOUILLAGE;
FON;FONÇAGE;
ENC;ENCORBELLEMENT;
STU;SOUS-TUBAGE;Sous-tubage infra existante"
