code;libelle;definition
RADIO;RADIODIFFUSION;
TEL;RADIO TELEPHONIE;
BLR;BOUCLE LOCALE RADIO;
FH;FAISCEAU HERTZIEN;
WIFI;WIFI;
WIMAX;WIMAX;
