code;libelle;definition
ASS;ASSAINISSEMENT;
EAU;EAU;
ELE;ELECTRICITE;
GAZ;GAZ;
NC;NON COMMUNIQUE;
TEL;TELECOM;
HTZ;HERZIEN;Faisceau hertzien. "
