code;libelle;definition
0;AERIEN TELECOM;
1;AERIEN ENERGIE;
2;FACADE;
3;IMMEUBLE;
4;PLEINE TERRE;
5;CANIVEAU;
6;GALERIE;
7;CONDUITE;
8;EGOUT;
9;SPECIFIQUE;
