code;libelle;definition
B006;BPE 6FO;""
B012;BPE 12FO;""
B024;BPE 24FO;""
B036;BPE 36FO;""
B048;BPE 48FO;""
B072;BPE 72FO;""
B096;BPE 96FO;""
B144;BPE 144FO;""
B288;BPE 288FO;""
B432;BPE 432FO;""
B576;BPE 576FO;""
B720;BPE 720FO;""
COF;COFFRET;""
DTI1;DTIO 1FO;""
DTI2;DTIO 2FO;""
DTI4;DTIO 4FO;""
AUTR;AUTRE;""
